name,address,coordinates,govprisons,private,geoprison,corecivicprison,coordinates_rev,State,stateshortname,PrisonName,stateprison,longitude,latitude,geometry
,,,1.0,0.0,0.0,0.0,,Missouri,MO,Western Missouri Correctional Center,1.0,-91.8318334,37.9642529,POINT (-91.8318334 37.9642529)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,"Western Reception, Diagnostic and Correctional Center",1.0,-94.8112305,39.772861,POINT (-94.8112305 39.772861)
,,,1.0,0.0,0.0,0.0,,Missouri,MO,"Women's Eastern Reception, Diagnostic and Correctional Center",1.0,-91.4760652,39.3147513,POINT (-91.4760652 39.3147513)
,,,1.0,0.0,0.0,0.0,,Montana,MT,"Montana State Prison (Unincorporated Powell County, near Deer Lodge)[2]",1.0,-112.8010516,46.3829532,POINT (-112.8010516 46.3829532)
,,,1.0,0.0,0.0,0.0,,Montana,MT,Cascade County Regional Prison - Great Falls,1.0,-111.3007715,47.5052849,POINT (-111.3007715 47.5052849)
,,,1.0,0.0,0.0,0.0,,Montana,MT,Crossroads Correctional Facility,1.0,-111.8934332,48.5030232,POINT (-111.8934332 48.5030232)
,,,1.0,0.0,0.0,0.0,,Montana,MT,Dawson County Correctional Facility - Glendive,1.0,-104.685236,47.130532,POINT (-104.685236 47.130532)
,,,1.0,0.0,0.0,0.0,,Montana,MT,Montana Women's Prison - Billings,1.0,-108.4956107,45.7749903,POINT (-108.4956107 45.7749903)
,,,1.0,0.0,0.0,0.0,,Nebraska,NE,Community Corrections Center - Lincoln ,1.0,-96.7604003,40.7857229,POINT (-96.7604003 40.7857229)
,,,1.0,0.0,0.0,0.0,,Nebraska,NE,Community Corrections Center - Omaha,1.0,-95.9005024,41.2835342,POINT (-95.9005024 41.2835342)
,,,1.0,0.0,0.0,0.0,,Nebraska,NE,Lincoln Correctional Center,1.0,-96.7660451,40.7877391,POINT (-96.7660451 40.7877391)
,,,1.0,0.0,0.0,0.0,,Nebraska,NE,Nebraska Correctional Center for Women,1.0,-97.6284276,40.8642894,POINT (-97.6284276 40.8642894)
,,,1.0,0.0,0.0,0.0,,Nebraska,NE,Nebraska Correctional Youth Facility ,1.0,-95.9050626,41.2822536,POINT (-95.9050626 41.2822536)
,,,1.0,0.0,0.0,0.0,,Nebraska,NE,Nebraska Diagnostic and Evaluation Center,1.0,-99.9018131,41.4925374,POINT (-99.9018131 41.4925374)
,,,1.0,0.0,0.0,0.0,,Nebraska,NE,Nebraska State Penitentiary,1.0,-96.70396919999999,40.7695868,POINT (-96.70396919999999 40.7695868)
,,,1.0,0.0,0.0,0.0,,Nebraska,NE,Omaha Correctional Center ,1.0,-95.8985489,41.2817944,POINT (-95.8985489 41.2817944)
,,,1.0,0.0,0.0,0.0,,Nebraska,NE,Tecumseh State Correctional Institution,1.0,-96.18526829999999,40.4022927,POINT (-96.18526829999999 40.4022927)
,,,1.0,0.0,0.0,0.0,,Nevada,NV,Casa Grande Transitional Housing,1.0,-115.1922749,36.0859836,POINT (-115.1922749 36.0859836)
,,,1.0,0.0,0.0,0.0,,Nevada,NV,Ely State Prison,1.0,-114.9374091,39.3853842,POINT (-114.9374091 39.3853842)
,,,1.0,0.0,0.0,0.0,,Nevada,NV,High Desert State Prison,1.0,-115.5845189,36.5152843,POINT (-115.5845189 36.5152843)
,,,1.0,0.0,0.0,0.0,,Nevada,NV,Lovelock Correctional Center,1.0,-118.3861878,40.2227999,POINT (-118.3861878 40.2227999)
,,,1.0,0.0,0.0,0.0,,Nevada,NV,Nevada State Prison,1.0,-119.7367675,39.1602809,POINT (-119.7367675 39.1602809)
,,,1.0,0.0,0.0,0.0,,Nevada,NV,Northern Nevada Correctional Center and Stewart Conservation Camp,1.0,-119.7475176,39.1068499,POINT (-119.7475176 39.1068499)
,,,1.0,0.0,0.0,0.0,,Nevada,NV,Northern Nevada Transitional Housing,1.0,-119.7886944,39.52706250000001,POINT (-119.7886944 39.52706250000001)
,,,1.0,0.0,0.0,0.0,,Nevada,NV,Southern Desert Correctional Center,1.0,-115.5560704,36.5169964,POINT (-115.5560704 36.5169964)
,,,1.0,0.0,0.0,0.0,,Nevada,NV,Southern Nevada Correctional Center,1.0,-116.419389,38.8026097,POINT (-116.419389 38.8026097)
,,,1.0,0.0,0.0,0.0,,Nevada,NV,Florence McClure Women's Correctional Center,1.0,-115.0767169,36.2573853,POINT (-115.0767169 36.2573853)
,,,1.0,0.0,0.0,0.0,,Nevada,NV,Warm Springs Correctional Center,1.0,-119.7387542,39.1579163,POINT (-119.7387542 39.1579163)
,,,1.0,0.0,0.0,0.0,,New Hampshire,NH,New Hampshire State Prison for Men,1.0,-71.5567186,43.2266784,POINT (-71.5567186 43.2266784)
,,,1.0,0.0,0.0,0.0,,New Hampshire,NH,New Hampshire State Prison for Women,1.0,-71.53903389999999,43.0102068,POINT (-71.53903389999999 43.0102068)
,,,1.0,0.0,0.0,0.0,,New Hampshire,NH,Northern New Hampshire Correctional Facility,1.0,-71.1449933,44.51258929999999,POINT (-71.1449933 44.51258929999999)
,,,1.0,0.0,0.0,0.0,,New Hampshire,NH,Shea Farm Halfway House,1.0,-71.5517788,43.1801219,POINT (-71.5517788 43.1801219)
,,,1.0,0.0,0.0,0.0,,New Jersey,NJ,New Jersey State Prison,1.0,-74.7563837,40.2072994,POINT (-74.7563837 40.2072994)
,,,1.0,0.0,0.0,0.0,,New Jersey,NJ,East Jersey State Prison,1.0,-74.268198,40.5909172,POINT (-74.268198 40.5909172)
,,,1.0,0.0,0.0,0.0,,New Jersey,NJ,South Woods State Prison,1.0,-75.2101785,39.41303449999999,POINT (-75.2101785 39.41303449999999)
,,,1.0,0.0,0.0,0.0,,New Jersey,NJ,Bayside State Prison,1.0,-74.9518552,39.243166,POINT (-74.9518552 39.243166)
,,,1.0,0.0,0.0,0.0,,New Jersey,NJ,Mid-State Correctional Facility,1.0,-74.5839951,39.9976367,POINT (-74.5839951 39.9976367)
,,,1.0,0.0,0.0,0.0,,New Jersey,NJ,Edna Mahan Correctional Facility for Women,1.0,-74.9337422,40.6296315,POINT (-74.9337422 40.6296315)
,,,1.0,0.0,0.0,0.0,,New Jersey,NJ,Northern State Prison,1.0,-74.1711528,40.7128975,POINT (-74.1711528 40.7128975)
,,,1.0,0.0,0.0,0.0,,New Jersey,NJ,Adult Diagnostic and Treatment Center,1.0,-74.27377589999999,40.590042,POINT (-74.27377589999999 40.590042)
,,,1.0,0.0,0.0,0.0,,New Jersey,NJ,Garden State Youth Correctional Facility,1.0,-74.6764269,40.15953100000001,POINT (-74.6764269 40.15953100000001)
,,,1.0,0.0,0.0,0.0,,New Mexico,NM,Northeast New Mexico Correctional Facility,1.0,-103.122949,36.4353279,POINT (-103.122949 36.4353279)
,,,1.0,0.0,0.0,0.0,,New Mexico,NM,Central New Mexico Correctional Facility,1.0,-106.764074,34.790496,POINT (-106.764074 34.790496)
,,,1.0,0.0,0.0,0.0,,New Mexico,NM,Guadalupe County Correctional Facility,1.0,-104.7029404,34.9083019,POINT (-104.7029404 34.9083019)
,,,1.0,0.0,0.0,0.0,,New Mexico,NM,Lea County Correctional Center[a],1.0,-103.2246818,32.7641665,POINT (-103.2246818 32.7641665)
,,,1.0,0.0,0.0,0.0,,New Mexico,NM,Otero County Prison Facility,1.0,-106.278305,32.0785239,POINT (-106.278305 32.0785239)
,,,1.0,0.0,0.0,0.0,,New Mexico,NM,Penitentiary of New Mexico,1.0,-106.0601372,35.5620357,POINT (-106.0601372 35.5620357)
,,,1.0,0.0,0.0,0.0,,New Mexico,NM,Roswell Correctional Center,1.0,-104.4255061,33.2415108,POINT (-104.4255061 33.2415108)
,,,1.0,0.0,0.0,0.0,,New Mexico,NM,Southern New Mexico Correctional Facility,1.0,-106.9473865,32.2493475,POINT (-106.9473865 32.2493475)
,,,1.0,0.0,0.0,0.0,,New Mexico,NM,Springer Correctional Center,1.0,-104.5952668,36.36114450000001,POINT (-104.5952668 36.36114450000001)
,,,1.0,0.0,0.0,0.0,,New Mexico,NM,Northwest New Mexico Correctional Facility,1.0,-107.8171777,35.1405513,POINT (-107.8171777 35.1405513)
,,,1.0,0.0,0.0,0.0,,New Mexico,NM,Western New Mexico Correctional Facility,1.0,-107.7980993,35.180697,POINT (-107.7980993 35.180697)
,,,1.0,0.0,0.0,0.0,,New York,NY,Adirondack Correctional Facility,1.0,-74.0059728,40.7127753,POINT (-74.0059728 40.7127753)
,,,1.0,0.0,0.0,0.0,,New York,NY,Albion Correctional Facility,1.0,-74.0059728,40.7127753,POINT (-74.0059728 40.7127753)
,,,1.0,0.0,0.0,0.0,,New York,NY,Altona Correctional Facility,1.0,-73.6556985,44.8883722,POINT (-73.6556985 44.8883722)
,,,1.0,0.0,0.0,0.0,,New York,NY,Attica Correctional Facility,1.0,-78.2757215,42.8493767,POINT (-78.2757215 42.8493767)
,,,1.0,0.0,0.0,0.0,,New York,NY,Auburn Correctional Facility,1.0,-76.57216729999999,42.9353094,POINT (-76.57216729999999 42.9353094)
,,,1.0,0.0,0.0,0.0,,New York,NY,Bare Hill Correctional Facility,1.0,-74.0059728,40.7127753,POINT (-74.0059728 40.7127753)
,,,1.0,0.0,0.0,0.0,,New York,NY,Bedford Hills Correctional Facility,1.0,-73.6787423,41.2416574,POINT (-73.6787423 41.2416574)
,,,1.0,0.0,0.0,0.0,,New York,NY,Cape Vincent Correctional Facility,1.0,-76.1883616,44.19764379999999,POINT (-76.1883616 44.19764379999999)
,,,1.0,0.0,0.0,0.0,,New York,NY,Cayuga Correctional Facility,1.0,-76.3961932,42.7218024,POINT (-76.3961932 42.7218024)
,,,1.0,0.0,0.0,0.0,,New York,NY,Clinton Correctional Facility,1.0,-73.6005824,44.7904203,POINT (-73.6005824 44.7904203)
,,,1.0,0.0,0.0,0.0,,New York,NY,Collins Correctional Facility,1.0,-78.8620736,42.4957331,POINT (-78.8620736 42.4957331)
,,,1.0,0.0,0.0,0.0,,New York,NY,Coxsackie Correctional Facility,1.0,-73.8029028,42.3509179,POINT (-73.8029028 42.3509179)
,,,1.0,0.0,0.0,0.0,,New York,NY,Eastern Correctional Facility,1.0,-74.3630544,41.7413126,POINT (-74.3630544 41.7413126)
,,,1.0,0.0,0.0,0.0,,New York,NY,Edgecombe Residential Treatment Facility,1.0,-73.9381405,40.8362963,POINT (-73.9381405 40.8362963)
,,,1.0,0.0,0.0,0.0,,New York,NY,Elmira Correctional Facility,1.0,-76.80461939999999,42.0912025,POINT (-76.80461939999999 42.0912025)
,,,1.0,0.0,0.0,0.0,,New York,NY,Fishkill Correctional Facility,1.0,-73.9508676,41.5219948,POINT (-73.9508676 41.5219948)
,,,1.0,0.0,0.0,0.0,,New York,NY,Five Points Correctional Facility,1.0,-74.0059728,40.7127753,POINT (-74.0059728 40.7127753)
,,,1.0,0.0,0.0,0.0,,New York,NY,Franklin Correctional Facility,1.0,-74.0059728,40.7127753,POINT (-74.0059728 40.7127753)
,,,1.0,0.0,0.0,0.0,,New York,NY,Gouverneur Correctional Facility,1.0,-75.462993,44.33672809999999,POINT (-75.462993 44.33672809999999)
,,,1.0,0.0,0.0,0.0,,New York,NY,Green Haven Correctional Facility,1.0,-74.0059728,40.7127753,POINT (-74.0059728 40.7127753)
,,,1.0,0.0,0.0,0.0,,New York,NY,Greene Correctional Facility,1.0,-74.0059728,40.7127753,POINT (-74.0059728 40.7127753)
,,,1.0,0.0,0.0,0.0,,New York,NY,Groveland Correctional Facility,1.0,-77.8337165,42.6832991,POINT (-77.8337165 42.6832991)
,,,1.0,0.0,0.0,0.0,,New York,NY,Hale Creek Correctional Facility,1.0,-74.0059728,40.7127753,POINT (-74.0059728 40.7127753)
,,,1.0,0.0,0.0,0.0,,New York,NY,Hudson Correctional Facility,1.0,-74.1063126,40.7268886,POINT (-74.1063126 40.7268886)
,,,1.0,0.0,0.0,0.0,,New York,NY,Lakeview Shock Incarceration Correctional Facility,1.0,-74.0059728,40.7127753,POINT (-74.0059728 40.7127753)
,,,1.0,0.0,0.0,0.0,,New York,NY,Marcy Correctional Facility,1.0,-75.3079037,43.160718,POINT (-75.3079037 43.160718)
,,,1.0,0.0,0.0,0.0,,New York,NY,Mid-State Correctional Facility,1.0,-74.0059728,40.7127753,POINT (-74.0059728 40.7127753)
,,,1.0,0.0,0.0,0.0,,New York,NY,Mohawk Correctional Facility,1.0,-74.0059728,40.7127753,POINT (-74.0059728 40.7127753)
,,,1.0,0.0,0.0,0.0,,New York,NY,Orleans Correctional Facility,1.0,-74.0059728,40.7127753,POINT (-74.0059728 40.7127753)
,,,1.0,0.0,0.0,0.0,,New York,NY,Otisville Correctional Facility,1.0,-74.5349659,41.4837906,POINT (-74.5349659 41.4837906)
,,,1.0,0.0,0.0,0.0,,New York,NY,Queensboro Correctional Facility,1.0,-73.9341677,40.7426566,POINT (-73.9341677 40.7426566)
,,,1.0,0.0,0.0,0.0,,New York,NY,Riverview Correctional Facility,1.0,-74.0059728,40.7127753,POINT (-74.0059728 40.7127753)
,,,1.0,0.0,0.0,0.0,,New York,NY,Shawangunk Correctional Facility,1.0,-74.1635513,41.6356411,POINT (-74.1635513 41.6356411)
,,,1.0,0.0,0.0,0.0,,New York,NY,Sing Sing Correctional Facility,1.0,-73.8679897,41.1511759,POINT (-73.8679897 41.1511759)
,,,1.0,0.0,0.0,0.0,,New York,NY,Taconic Correctional Facility,1.0,-73.6787423,41.2416574,POINT (-73.6787423 41.2416574)
,,,1.0,0.0,0.0,0.0,,New York,NY,Ulster Correctional Facility,1.0,-74.3564256,41.7435804,POINT (-74.3564256 41.7435804)
,,,1.0,0.0,0.0,0.0,,New York,NY,Upstate Correctional Facility,1.0,-73.7485195,42.66968199999999,POINT (-73.7485195 42.66968199999999)
,,,1.0,0.0,0.0,0.0,,New York,NY,Wallkill Correctional Facility,1.0,-74.163444,41.6281345,POINT (-74.163444 41.6281345)
,,,1.0,0.0,0.0,0.0,,New York,NY,Washington Correctional Facility,1.0,-74.0059728,40.7127753,POINT (-74.0059728 40.7127753)
,,,1.0,0.0,0.0,0.0,,New York,NY,Wende Correctional Facility,1.0,-74.0059728,40.7127753,POINT (-74.0059728 40.7127753)
,,,1.0,0.0,0.0,0.0,,New York,NY,Woodbourne Correctional Facility,1.0,-74.5932576,41.75407209999999,POINT (-74.5932576 41.75407209999999)
,,,1.0,0.0,0.0,0.0,,New York,NY,Wyoming Correctional Facility,1.0,-74.0059728,40.7127753,POINT (-74.0059728 40.7127753)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Columbus Correctional Institution,1.0,-78.72031,34.27945,POINT (-78.72031 34.27945)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Davidson Correctional Center,1.0,-80.2311391,35.8153772,POINT (-80.2311391 35.8153772)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Forsyth Correctional Center,1.0,-80.2621319,36.1443056,POINT (-80.2621319 36.1443056)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Hoke Correctional Institution,1.0,-79.3412791,35.0520132,POINT (-79.3412791 35.0520132)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Lanesboro Correctional Institution,1.0,-80.1831089,34.9837255,POINT (-80.1831089 34.9837255)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Lumberton Correctional Institution,1.0,-79.0546749,34.588657,POINT (-79.0546749 34.588657)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,New Hanover Correctional Center,1.0,-77.9237064,34.2662046,POINT (-77.9237064 34.2662046)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Pender Correctional Center,1.0,-77.8367282,34.5170729,POINT (-77.8367282 34.5170729)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Piedmont Correctional Institution,1.0,-80.54585639999999,35.6218404,POINT (-80.54585639999999 35.6218404)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Randolph Correctional Center,1.0,-79.8296743,35.7449531,POINT (-79.8296743 35.7449531)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Richmond Correctional Institution,1.0,-79.6073375,35.0222611,POINT (-79.6073375 35.0222611)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Sampson Correctional Institution,1.0,-78.3842227,34.9197548,POINT (-78.3842227 34.9197548)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Scotland Correctional Institution,1.0,-79.3642259,34.8115651,POINT (-79.3642259 34.8115651)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Southern Correctional Institution,1.0,-79.8736335,35.378298,POINT (-79.8736335 35.378298)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Tabor Correctional Institution,1.0,-78.9140396,34.1868286,POINT (-78.9140396 34.1868286)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Bertie Correctional Institution,1.0,-76.9090118,35.9713058,POINT (-76.9090118 35.9713058)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Carteret Correctional Center,1.0,-76.8456897,34.781335,POINT (-76.8456897 34.781335)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Craven Correctional Institution,1.0,-77.1200094,35.3168989,POINT (-77.1200094 35.3168989)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Eastern Correctional Institution,1.0,-79.01929969999999,35.7595731,POINT (-79.01929969999999 35.7595731)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Greene Correctional Institution,1.0,-77.5971503,35.4782615,POINT (-77.5971503 35.4782615)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Hyde Correctional Institution,1.0,-76.334196,35.494182,POINT (-76.334196 35.494182)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Maury Correctional Institution,1.0,-77.60701379999999,35.447173,POINT (-77.60701379999999 35.447173)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Odom Correctional Institution,1.0,-77.71386439999999,35.3576622,POINT (-77.71386439999999 35.3576622)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Pamlico Correctional Institution,1.0,-76.7711075,35.1601467,POINT (-76.7711075 35.1601467)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Pasquotank Correctional Institution,1.0,-76.317414,36.2927068,POINT (-76.317414 36.2927068)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Roanoke River Correctional Institution,1.0,-77.4540572,36.3019851,POINT (-77.4540572 36.3019851)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Tyrrell Prison Work Farm,1.0,-76.2287061,35.9581337,POINT (-76.2287061 35.9581337)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Albemarle Correctional Institution,1.0,-80.1360475,35.4164692,POINT (-80.1360475 35.4164692)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Alexander Correctional Institution,1.0,-81.1759189,35.8835465,POINT (-81.1759189 35.8835465)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Avery Mitchell Correctional Institution,1.0,-82.00199599999999,35.9260694,POINT (-82.00199599999999 35.9260694)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Brown Creek Correctional Institution,1.0,-80.17916509999999,34.988896,POINT (-80.17916509999999 34.988896)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Caldwell Correctional Center,1.0,-81.52258429999999,35.8549411,POINT (-81.52258429999999 35.8549411)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Catawba Correctional Center,1.0,-81.20862679999999,35.6163542,POINT (-81.20862679999999 35.6163542)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Craggy Correctional Center,1.0,-82.6156263,35.6630693,POINT (-82.6156263 35.6630693)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Foothills Correctional Institution,1.0,-81.69134729999999,35.6804487,POINT (-81.69134729999999 35.6804487)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Gaston Correctional Center,1.0,-81.1870849,35.2621735,POINT (-81.1870849 35.2621735)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Lincoln Correctional Center,1.0,-81.2360096,35.4839536,POINT (-81.2360096 35.4839536)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Marion Correctional Institution,1.0,-82.00927449999999,35.6840131,POINT (-82.00927449999999 35.6840131)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Mountain View Correctional Institution,1.0,-82.0019349,35.9310378,POINT (-82.0019349 35.9310378)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Rutherford Correctional Center,1.0,-81.909826,35.4258737,POINT (-81.909826 35.4258737)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Western Correctional Center for Women,1.0,-79.01929969999999,35.7595731,POINT (-79.01929969999999 35.7595731)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Wilkes Correctional Center,1.0,-81.2518833,36.202858,POINT (-81.2518833 36.202858)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Caswell Correctional Center,1.0,-79.3421182,36.4188256,POINT (-79.3421182 36.4188256)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Central Prison,1.0,-78.6554932,35.7775454,POINT (-78.6554932 35.7775454)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Dan River Prison Work Farm,1.0,-79.3469698,36.4326322,POINT (-79.3469698 36.4326322)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Franklin Correctional Center,1.0,-78.2485696,35.9454471,POINT (-78.2485696 35.9454471)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Granville Correctional Institution,1.0,-78.7858972,36.1366591,POINT (-78.7858972 36.1366591)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Harnett Correctional Institution,1.0,-78.801092,35.389394,POINT (-78.801092 35.389394)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Johnston Correctional Institution,1.0,-78.3284242,35.5570879,POINT (-78.3284242 35.5570879)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Nash Correctional Institution,1.0,-78.0173187,35.96865080000001,POINT (-78.0173187 35.96865080000001)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Neuse Correctional Institution,1.0,-78.0383202,35.3866285,POINT (-78.0383202 35.3866285)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,North Carolina Correctional Institution for Women,1.0,-78.6228237,35.7650991,POINT (-78.6228237 35.7650991)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Orange Correctional Center,1.0,-79.10157219999999,36.052898,POINT (-79.10157219999999 36.052898)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Sanford Correctional Center,1.0,-79.159464,35.472979,POINT (-79.159464 35.472979)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Wake Correctional Center,1.0,-78.6171662,35.7652526,POINT (-78.6171662 35.7652526)
,,,1.0,0.0,0.0,0.0,,North Carolina,NC,Warren Correctional Institution,1.0,-79.01929969999999,35.7595731,POINT (-79.01929969999999 35.7595731)
,,,1.0,0.0,0.0,0.0,,North Dakota,ND,James River Correctional Center ,1.0,-101.0020119,47.5514926,POINT (-101.0020119 47.5514926)
,,,1.0,0.0,0.0,0.0,,North Dakota,ND,Missouri River Correctional Center ,1.0,-101.299594,47.1163849,POINT (-101.299594 47.1163849)
,,,1.0,0.0,0.0,0.0,,North Dakota,ND,North Dakota State Penitentiary,1.0,-100.7440178,46.8003212,POINT (-100.7440178 46.8003212)
,,,1.0,0.0,0.0,0.0,,North Dakota,ND,Dakota Women's Correctional Rehab Center,1.0,-101.0020119,47.5514926,POINT (-101.0020119 47.5514926)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Allen Correctional Institution,1.0,-84.1086705,40.7736684,POINT (-84.1086705 40.7736684)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Belmont Correctional Institution,1.0,-80.9708954,40.0809036,POINT (-80.9708954 40.0809036)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Chillicothe Correctional Institution,1.0,-83.0045669,39.3706632,POINT (-83.0045669 39.3706632)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Correctional Reception Center,1.0,-83.1484503,39.8015468,POINT (-83.1484503 39.8015468)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Dayton Correctional Institution,1.0,-84.260635,39.73021070000001,POINT (-84.260635 39.73021070000001)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Franklin Medical Center,1.0,-83.0148401,39.9205688,POINT (-83.0148401 39.9205688)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Grafton Correctional Institution,1.0,-82.0281217,41.2789787,POINT (-82.0281217 41.2789787)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Lake Erie Correctional Institution,1.0,-80.5373458,41.9440689,POINT (-80.5373458 41.9440689)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Lebanon Correctional Institution,1.0,-84.2988531,39.4339311,POINT (-84.2988531 39.4339311)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,London Correctional Institution,1.0,-83.483612,39.9052581,POINT (-83.483612 39.9052581)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Lorain Correctional Institution,1.0,-82.0191062,41.2824929,POINT (-82.0191062 41.2824929)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Madison Correctional Institution,1.0,-83.4697494,39.9097849,POINT (-83.4697494 39.9097849)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Mansfield Correctional Institution,1.0,-82.5116918,40.7915224,POINT (-82.5116918 40.7915224)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Marion Correctional Institution,1.0,-83.10605629999999,40.6187076,POINT (-83.10605629999999 40.6187076)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Noble Correctional Institution,1.0,-81.5511652,39.74228979999999,POINT (-81.5511652 39.74228979999999)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,North Central Correctional Complex,1.0,-83.11491749999999,40.6167336,POINT (-83.11491749999999 40.6167336)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Northeast Ohio Correctional Center,1.0,-80.6318757,41.1311866,POINT (-80.6318757 41.1311866)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Northeast Reintegration Center,1.0,-81.6677442,41.4890251,POINT (-81.6677442 41.4890251)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Ohio Reformatory for Women,1.0,-83.39322159999999,40.2242327,POINT (-83.39322159999999 40.2242327)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Ohio State Penitentiary,1.0,-80.5701097,41.1150581,POINT (-80.5701097 41.1150581)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Pickaway Correctional Institution,1.0,-83.1558321,39.7986983,POINT (-83.1558321 39.7986983)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Richland Correctional Institution,1.0,-82.5011233,40.7854393,POINT (-82.5011233 40.7854393)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Ross Correctional Institution,1.0,-83.0080262,39.3753543,POINT (-83.0080262 39.3753543)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Southeastern Correctional Institution,1.0,-82.6241823,39.6412301,POINT (-82.6241823 39.6412301)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Southern Ohio Correctional Facility,1.0,-82.97022659999999,38.8745707,POINT (-82.97022659999999 38.8745707)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Toledo Correctional Institution,1.0,-83.5118547,41.6802647,POINT (-83.5118547 41.6802647)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Trumbull Correctional Institution,1.0,-80.8861136,41.2313318,POINT (-80.8861136 41.2313318)
,,,1.0,0.0,0.0,0.0,,Ohio,OH,Warren Correctional Institution,1.0,-84.3153088,39.4400096,POINT (-84.3153088 39.4400096)
